id,headline,url,source,source_type,author,published_at,section,collection_method,scraped_at,feed_url
62eda7797d8eb888,Álvaro Ballero confesó que Pamela Díaz fue la razón de “la única que vez que hemos peleado” con actual polola,https://www.lacuarta.com/espectaculos/noticia/alvaro-ballero-confeso-que-pamela-diaz-fue-la-razon-de-la-unica-que-vez-que-hemos-peleado-con-actual-polola/,La Cuarta,nacional,Guido Macari Marimón,2026-04-16T13:53:57.389000+00:00,Espectáculos,sitemap_article,2026-04-18T22:42:06.191440+00:00,
7c47b1cdbb4367ff,¿Nuevo tipo de delito? Preocupación tras video que muestra cobarde asalto a vecinos que esperaban la micro en Puente Alto,https://www.lacuarta.com/chile/noticia/nuevo-tipo-de-delito-preocupacion-tras-video-que-muestra-cobarde-asalto-a-vecinos-que-esperaba-la-micro-en-puente-alto/,La Cuarta,nacional,Diego Ramírez,2026-04-16T14:02:09.103000+00:00,Chile,sitemap_article,2026-04-18T22:42:05.903055+00:00,
4192d90ef62bb3d6,Sorprendió con inesperado anuncio: la tajante decisión que tomó Helhue Sukni tras mediático ‘quiebre’ familiar,https://www.lacuarta.com/espectaculos/noticia/sorprendio-con-inesperado-anuncio-la-tajante-decision-que-tomo-helhue-sukni-tras-mediatico-quiebre-familiar/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T14:03:11.581000+00:00,Espectáculos,sitemap_article,2026-04-18T22:42:04.257101+00:00,
cbda23497fda8496,Street Fighter desata sus peleas con el nuevo tráiler de la esperada película,https://www.lacuarta.com/tendencias/noticia/street-fighter-desata-sus-peleas-con-el-nuevo-trailer-de-la-esperada-pelicula/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T14:17:08.744000+00:00,Tendencias,sitemap_article,2026-04-18T22:42:03.197296+00:00,
2f2da74b73714d39,Black Blesses: el sacrificio y la fe de un bendecido,https://www.lacuarta.com/tendencias/noticia/black-blesses-el-sacrificio-y-la-fe-de-un-bendecido/,La Cuarta,nacional,Luis Gajardo,2026-04-16T14:22:59.086000+00:00,Tendencias,sitemap_article,2026-04-18T22:42:01.423018+00:00,
6bfc964b6edcd00f,“Eso es machismo”: ministra Judith Marín sale en defensa de Mara Sedini y condena crítica de reconocido artista,https://www.lacuarta.com/chile/noticia/eso-es-machismo-ministra-judith-marin-sale-en-defensa-de-mara-sedini-y-condena-critica-de-reconocido-artista/,La Cuarta,nacional,Diego Ramírez,2026-04-16T14:35:39.864000+00:00,Chile,sitemap_article,2026-04-18T22:41:55.077147+00:00,
715a5d28e7f3ec0d,Paulo Garcés se cuadra con su esposa Joyce Castiblanco tras ataque de su hermano Óscar Garcés: “Los defenderé siempre”,https://www.lacuarta.com/espectaculos/noticia/paulo-garces-se-cuadra-con-su-esposa-joyce-castiblanco-tras-ataque-de-su-hermano-oscar-garces-los-defendere-siempre/,La Cuarta,nacional,Bernardita Villa,2026-04-16T14:46:33.913000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:53.380049+00:00,
169bc6efdfddeddc,Ex esposa de Américo impacta y reaparece en redes sociales en medio de supuesta reconciliación: el comentario que se repitió,https://www.lacuarta.com/espectaculos/noticia/ex-esposa-de-americo-impacta-y-reaparece-en-redes-sociales-en-medio-de-supuesta-reconciliacion-el-comentario-que-se-repitio/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T14:56:48.176000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:51.799120+00:00,
578d438974b9d1ec,“Más parecen vacaciones pagadas...”: diputado republicano denuncia a Contraloría viaje de Simón Boric a España,https://www.lacuarta.com/chile/noticia/mas-parecen-vacaciones-pagadas-diputado-republicano-denuncia-a-contraloria-viaje-de-simon-boric-a-espana/,La Cuarta,nacional,Diego Ramírez,2026-04-16T14:57:27.845000+00:00,Chile,sitemap_article,2026-04-18T22:41:51.506879+00:00,
099475c21e96cd41,Álvaro Ballero confesó por qué lo echaron de Canal 13: hizo mea culpa de su “intensidad” y dijo que “me hicieron la cama entre varios”,https://www.lacuarta.com/espectaculos/noticia/alvaro-ballero-confeso-por-que-lo-echaron-de-canal-13-hizo-mea-culpa-de-su-intensidad-y-dijo-que-me-hicieron-la-cama-entre-varios/,La Cuarta,nacional,Guido Macari Marimón,2026-04-16T15:04:31.405000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:49.969008+00:00,
703497ec738efff2,Ya es oficial: Mega confirmó a Julio César Rodríguez con doble cargo en la estación,https://www.lacuarta.com/espectaculos/noticia/ya-es-oficial-mega-confirmo-a-julio-cesar-rodriguez-con-doble-cargo-en-la-estacion/,La Cuarta,nacional,Bernardita Villa,2026-04-16T15:39:31.724000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:49.646062+00:00,
cfb778d2319c82c1,Liberación errónea de reo en Valparaíso desata sumario y suspensiones en Gendarmería,https://www.lacuarta.com/chile/noticia/liberacion-erronea-de-reo-en-valparaiso-desata-sumario-y-suspensiones-en-gendarmeria/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T15:44:46.959000+00:00,Chile,sitemap_article,2026-04-18T22:41:49.339443+00:00,
24844f08709a5f2c,El nuevo golpe financiero que sufre Mauricio Pinilla: fracasó remate de casa en Chicureo y su precio baja a la mitad,https://www.lacuarta.com/deportes/noticia/el-nuevo-golpe-financiero-que-sufre-mauricio-pinilla-fracaso-remate-de-casa-en-chicureo-y-su-precio-baja-a-la-mitad/,La Cuarta,nacional,Eduardo Ortega,2026-04-16T15:47:16.994000+00:00,Deportes,sitemap_article,2026-04-18T22:41:47.377470+00:00,
544f950bd5503ae0,“Nos van a echar de este canal”: Neme lanza talla sobre seremis renunciados y genera reacciones en Mucho Gusto,https://www.lacuarta.com/chile/noticia/nos-van-a-echar-de-este-canal-neme-lanza-talla-sobre-seremis-renunciados-y-genera-reacciones-en-mucho-gusto/,La Cuarta,nacional,Diego Ramírez,2026-04-16T15:49:15.843000+00:00,Chile,sitemap_article,2026-04-18T22:41:46.421743+00:00,
6fedd2424ef72746,Madre del hijo de “Cangri” amenaza con acciones legales por video del cantante creado con IA: “¿No te da un poco de remordimiento?”,https://www.lacuarta.com/espectaculos/noticia/madre-del-hijo-de-cangri-amenaza-con-acciones-legales-por-video-del-cantante-creado-con-ia-no-te-da-un-poco-de-remordimiento/,La Cuarta,nacional,Bernardita Villa,2026-04-16T15:51:22.831000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:46.150457+00:00,
3f37107c614d05ad,"Tragedia en un choque con un tren: murió Alexander Manninger, recordado exarquero del Arsenal",https://www.lacuarta.com/deportes/noticia/tragedia-en-un-choque-con-un-tren-murio-alexander-manninger-recordado-exarquero-del-arsenal/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T16:04:00.912000+00:00,Deportes,sitemap_article,2026-04-18T22:41:44.630176+00:00,
c80a143374580a3c,“Entregaba el dinero en una caja de zapatos”: exmano derecha de Jadue revela amenazas y dice que traía plata de Venezuela,https://www.lacuarta.com/chile/noticia/entregaba-el-dinero-en-una-caja-de-zapatos-exmano-derecha-de-jadue-revela-amenazas-y-dice-que-traia-plata-de-venezuela/,La Cuarta,nacional,Diego Ramírez,2026-04-16T16:04:13.414000+00:00,Chile,sitemap_article,2026-04-18T22:41:43.644682+00:00,
eb70eb952a3a4a5e,Stefan Kramer no suelta a Mara Sedini: impactó con nueva imitación sin filtro a la vocera y generó reacciones inmediatas,https://www.lacuarta.com/espectaculos/noticia/stefan-kramer-no-suelta-a-mara-sedini-impacto-con-nueva-imitacion-sin-filtro-a-la-vocera-y-genero-reacciones-inmediatas/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T16:05:54.879000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:42.094794+00:00,
3b41db32dcac9bff,"Guerra de verano, la película que adapta una novela de Roberto Bolaño, debutará en Estados Unidos",https://www.lacuarta.com/tendencias/noticia/guerra-de-verano-la-pelicula-que-adapta-una-novela-de-roberto-bolano-debutara-en-estados-unidos/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T16:24:02.113000+00:00,Tendencias,sitemap_article,2026-04-18T22:41:41.143016+00:00,
8e17e051f75a45d4,"Usó motosierra, pero terminó lesionado y detenido: detalles tras batalla campal en cortejo fúnebre de pareja de machi",https://www.lacuarta.com/chile/noticia/uso-motosierra-pero-termino-lesionado-y-detenido-detalles-tras-batalla-campal-en-cortejo-funebre-de-pareja-de-machi/,La Cuarta,nacional,Diego Ramírez,2026-04-16T16:27:17.312000+00:00,Chile,sitemap_article,2026-04-18T22:41:39.529492+00:00,
18c9e364ab68a6f0,Cencosud congela precios de más de 1.700 productos en Jumbo y Santa Isabel por tres meses,https://www.lacuarta.com/servicios/noticia/cencosud-congela-precios-de-mas-de-1700-productos-en-jumbo-y-santa-isabel-por-tres-meses/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T16:32:42.462000+00:00,Servicios,sitemap_article,2026-04-18T22:41:37.789214+00:00,
3114a7088367d95e,"Álvaro Ballero contó que Arturo Longton está “enojado conmigo”, reveló el motivo y le encontró la razón",https://www.lacuarta.com/espectaculos/noticia/alvaro-ballero-conto-que-arturo-longton-esta-enojado-conmigo-revelo-el-motivo-y-le-encontro-la-razon/,La Cuarta,nacional,Guido Macari Marimón,2026-04-16T16:35:55.342000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:36.803962+00:00,
b94c788d1ea4d7c6,Quedó sin palabras en plena entrevista: la íntima revelación de Álvaro Ballero que dejó en shock a Pamela Díaz,https://www.lacuarta.com/espectaculos/noticia/quedo-sin-palabras-en-plena-entrevista-la-intima-revelacion-de-alvaro-ballero-que-dejo-en-shock-a-pamela-diaz/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T16:40:47.453000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:35.032978+00:00,
80986e289d9fb1c1,Tras una década alejado de la TV: Edo Caroe volverá a la pantalla en El Desestrece,https://www.lacuarta.com/espectaculos/noticia/tras-una-decada-alejado-de-la-tv-edo-caroe-volvera-a-la-pantalla-en-el-desestrece/,La Cuarta,nacional,Bernardita Villa,2026-04-16T16:42:02.122000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:33.410590+00:00,
42628ab2de0ae16c,Está raro Zootopia: Javier Milei lanzó video con IA donde aparece como león y Cristina Fernández es un mono,https://www.lacuarta.com/mundo/noticia/esta-raro-zootopia-javier-milei-lanzo-video-con-ia-donde-aparece-como-leon-y-cristina-fernandez-es-un-mono/,La Cuarta,nacional,Marco Oyarzún,2026-04-16T16:49:01.224000+00:00,Mundo,sitemap_article,2026-04-18T22:41:31.860889+00:00,
ff00b20fccd1b126,Hinchas de Cruzeiro estallan y protagonizan feroz pelea tras histórica derrota ante la UC: debieron ser separados,https://www.lacuarta.com/deportes/noticia/hinchas-de-cruzeiro-estallan-y-protagonizan-feroz-pelea-tras-historica-derrota-ante-la-uc-debieron-ser-separados/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T17:13:51.738000+00:00,Deportes,sitemap_article,2026-04-18T22:41:30.357033+00:00,
b8a2b63f6909094e,Salvo un milagro: Charles Aránguiz prácticamente fuera del Clásico Universitario,https://www.lacuarta.com/deportes/noticia/salvo-un-milagro-charles-aranguiz-practicamente-fuera-del-clasico-universitario/,La Cuarta,nacional,Eduardo Ortega,2026-04-16T17:26:41.252000+00:00,Deportes,sitemap_article,2026-04-18T22:41:29.422005+00:00,
12210a6fcdfd8176,Escuchó la cadena nacional e hizo preocupante advertencia: dirigente de camioneros se pronuncia ante posible paro,https://www.lacuarta.com/chile/noticia/escucho-la-cadena-nacional-e-hizo-preocupante-advertencia-dirigente-de-camioneros-se-pronuncia-ante-posible-paro/,La Cuarta,nacional,Erasmo Tauran,2026-04-16T17:46:55.006000+00:00,Chile,sitemap_article,2026-04-18T22:41:28.425534+00:00,
4330cf87f8df4bf5,Confirman desconocido affaire de Maite Orsini con famoso chico reality: él mismo se fue de lenguas,https://www.lacuarta.com/espectaculos/noticia/confirman-desconocido-affaire-de-maite-orsini-con-famoso-chico-reality-el-mismo-se-fue-de-lenguas/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T17:55:26.279000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:27.440227+00:00,
69971ec756ef8213,“El optimismo es casi un ejercicio de militancia”: el izquierdista Ismael Serrano y el avance de la ultraderecha,https://www.lacuarta.com/tendencias/noticia/el-optimismo-es-casi-un-ejercicio-de-militancia-el-izquierdista-ismael-serrano-y-el-avance-de-la-ultraderecha/,La Cuarta,nacional,Marco Oyarzún,2026-04-16T18:08:49.381000+00:00,Tendencias,sitemap_article,2026-04-18T22:41:26.494283+00:00,
7218b66aa47f333a,Secretario de Guerra de Estados Unidos citó famoso diálogo de Pulp Fiction como si fuese parte de la Biblia,https://www.lacuarta.com/mundo/noticia/secretario-de-guerra-de-estados-unidos-cito-famoso-dialogo-de-pulp-fiction-como-si-fuese-parte-de-la-biblia/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T18:18:46.776000+00:00,Mundo,sitemap_article,2026-04-18T22:41:24.946272+00:00,
46a4028f0d925f3a,“No sabía qué realmente me estaban preguntando”: Mara Sedini se defiende y niega error en polémico episodio,https://www.lacuarta.com/chile/noticia/no-sabia-que-realmente-me-estaban-preguntando-mara-sedini-se-defiende-y-niega-error-en-polemico-episodio/,La Cuarta,nacional,Erasmo Tauran,2026-04-16T18:21:15.471000+00:00,Chile,sitemap_article,2026-04-18T22:41:23.392644+00:00,
54262b6622f3ea45,Kanela reconoció lejana relación con su hija de siete años: “La veo con suerte una vez al año”,https://www.lacuarta.com/espectaculos/noticia/kanela-reconocio-lejana-relacion-con-su-hija-de-siete-anos-la-veo-con-suerte-una-vez-al-ano/,La Cuarta,nacional,Bernardita Villa,2026-04-16T18:42:04.401000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:22.411235+00:00,
822e432e1fe81732,Embajador de Estados Unidos ante la ONU cuestiona candidatura de Bachelet,https://www.lacuarta.com/chile/noticia/embajador-de-estados-unidos-ante-la-onu-cuestiona-candidatura-de-bachelet/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T18:51:25.703000+00:00,Chile,sitemap_article,2026-04-18T22:41:21.404147+00:00,
cfb33a105eefded3,No se quedó callada y lanzó otro “palo”: Mariel Aereboe alza la voz y reacciona a feroz desahogo de Pedro Lladser,https://www.lacuarta.com/espectaculos/noticia/no-se-quedo-callada-y-lanzo-otro-palo-mariel-aereboe-alza-la-voz-y-reacciona-a-feroz-desahogo-de-pedro-lladser/,La Cuarta,nacional,Juan Carlos Muñoz,2026-04-16T19:02:23.593000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:19.538989+00:00,
8e23c54b36bcb046,El Club de la Comedia suma a histórico rostro de TVN como invitado,https://www.lacuarta.com/espectaculos/noticia/el-club-de-la-comedia-suma-a-historico-rostro-de-tvn-como-invitado/,La Cuarta,nacional,Bernardita Villa,2026-04-16T19:05:32.025000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:18.619952+00:00,
536647a8b0d43502,Parisi fijó postura ante megarreforma de Kast pero el PDG se le desordena: Javier Olivares y “Dr File” desafiantes,https://www.lacuarta.com/chile/noticia/parisi-fijo-postura-ante-megarreforma-de-kast-pero-el-pdg-se-le-desordena-javier-olivares-y-dr-file-desafiantes/,La Cuarta,nacional,Erasmo Tauran,2026-04-16T19:24:18.270000+00:00,Chile,sitemap_article,2026-04-18T22:41:16.913817+00:00,
0819a1873e40041e,"“Migajera, renuncia vieja...”: Ximena Rincón es insultada en ceremonia en la Universidad Federico Santa María de Valparaíso",https://www.lacuarta.com/chile/noticia/migajera-renuncia-vieja-ximena-rincon-es-insultada-en-ceremonia-en-la-universidad-federico-santa-maria-de-valparaiso/,La Cuarta,nacional,Bernardita Villa,2026-04-16T19:49:54.240000+00:00,Chile,sitemap_article,2026-04-18T22:41:15.854869+00:00,
cd38b022d59980f9,Contraloría ordena sumarios tras detectar fallas en seguridad de Estación Central y Padre Hurtado,https://www.lacuarta.com/chile/noticia/contraloria-ordena-sumarios-tras-detectar-fallas-en-seguridad-de-estacion-central-y-padre-hurtado/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T20:09:54.797000+00:00,Chile,sitemap_article,2026-04-18T22:41:14.219956+00:00,
34d143a3450f0156,Prime Video lanza el tráiler de Jack Ryan: Guerra Fantasma y fija su estreno para mayo,https://www.lacuarta.com/videos/noticia/prime-video-lanza-el-trailer-de-jack-ryan-guerra-fantasma-y-fija-su-estreno-para-mayo/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T20:20:58.548000+00:00,Tendencias,sitemap_article,2026-04-18T22:41:13.276819+00:00,
f26afa317de8ed3a,Meghan Markle aseguró que ha sido “la persona más acosada del mundo”,https://www.lacuarta.com/espectaculos/noticia/meghan-markle-aseguro-que-ha-sido-la-persona-mas-acosada-del-mundo/,La Cuarta,nacional,Bernardita Villa,2026-04-16T20:26:36.343000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:11.935156+00:00,
90140b3972857cc5,La Sociedad vuelve a los escenarios con gira nacional de grandes éxitos en vivo,https://www.lacuarta.com/espectaculos/noticia/la-sociedad-vuelve-a-los-escenarios-con-gira-nacional-de-grandes-exitos-en-vivo/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T20:32:05.943000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:10.753445+00:00,
7502485197eb1fbb,Una celebración Monumental: Los Jaivas encabezarán el aniversario 101 de Colo Colo,https://www.lacuarta.com/deportes/noticia/una-celebracion-monumental-los-jaivas-encabezaran-el-aniversario-101-de-colo-colo/,La Cuarta,nacional,Eduardo Ortega,2026-04-16T20:34:39.212000+00:00,Deportes,sitemap_article,2026-04-18T22:41:09.102901+00:00,
49cadbf05942d3a6,Sodimac congela precios en más de 2.000 productos en medio de alza de combustibles,https://www.lacuarta.com/servicios/noticia/sodimac-congela-precios-en-mas-de-2000-productos-en-medio-de-alza-de-combustibles/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T20:36:39.695000+00:00,Servicios,sitemap_article,2026-04-18T22:41:08.141246+00:00,
309a5db65a7bd4ba,“El mejor regalo para la clase media es que haya crecimiento”: Quiroz descarta sumar medidas de apoyo a megarreforma,https://www.lacuarta.com/chile/noticia/juro-que-sera-el-mejor-regalo-para-la-clase-media-quiroz-defiende-la-megarreforma-y-descarta-sumarle-medidas-de-apoyo/,La Cuarta,nacional,Erasmo Tauran,2026-04-16T20:42:58.742000+00:00,Chile,sitemap_article,2026-04-18T22:41:07.152741+00:00,
921ff9bef0f97a97,"“¡Concursos de mier...!”, “van todas al mismo cirujano”, “(Cata Vallejos es como Emilia Dides) versión Temu”: Vasco critica a las candidatas a Miss Universo Chile",https://www.lacuarta.com/glamorama/noticia/concursos-de-mier-van-todas-al-mismo-cirujano-cata-vallejos-es-como-emilia-dides-version-temu-vasco-critica-a-las-candidatas-a-miss-universo-chile/,La Cuarta,nacional,Fran Varela Díaz,2026-04-16T20:50:09.977000+00:00,Glamorama,sitemap_article,2026-04-18T22:41:06.191998+00:00,
de7d8c9010d0e0d0,Con toques de Yerko Puchento y guiño a “La gordas de Vidiella”: así será el estreno de Boite Bijoux,https://www.lacuarta.com/espectaculos/noticia/con-toques-de-yerko-puchento-y-guino-a-la-gordas-de-vidiella-asi-sera-el-estreno-de-boite-bijoux/,La Cuarta,nacional,La Cuarta,2026-04-16T20:51:11.266000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:05.928459+00:00,
bb64bd123493504c,Filtración de película de La Leyenda de Aang amenaza con pérdidas millonarias para Paramount,https://www.lacuarta.com/tendencias/noticia/filtracion-de-pelicula-de-la-leyenda-de-aang-amenaza-con-perdidas-millonarias-para-paramount/,La Cuarta,nacional,Paulo Quinteros,2026-04-16T20:52:31.393000+00:00,Tendencias,sitemap_article,2026-04-18T22:41:04.857205+00:00,
c5cbcc8eb4987190,Nueva renuncia remece “Vecinos al límite”: otro famoso dejó el encierro,https://www.lacuarta.com/espectaculos/noticia/nueva-renuncia-remece-vecinos-al-limite-otro-famoso-dejo-el-encierro/,La Cuarta,nacional,Bernardita Villa,2026-04-16T21:12:48.891000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:03.902757+00:00,
6b8380361e97f018,"“Vamos todas al mismo cirujano... Entonces todas vamos a tener un mismo prototipo de belleza, como Miss Venezuela”, responde Nacha Michelson a críticas por copiar el look de Emilia Dides",https://www.lacuarta.com/glamorama/noticia/vamos-todas-al-mismo-cirujano-entonces-todas-vamos-a-tener-un-mismo-prototipo-de-belleza-como-miss-venezuela-responde-nacha-michelson-a-criticas-por-copiar-el-look-de-emilia-dides/,La Cuarta,nacional,Fran Varela Díaz,2026-04-16T21:16:43.034000+00:00,Glamorama,sitemap_article,2026-04-18T22:41:02.912595+00:00,
a230a88d6cc689b9,Mujer sacó a su perro y murió apuñalada en Santiago centro: presunto asesino impactó a familiares y revelaron “problema con él”,https://www.lacuarta.com/chile/noticia/mujer-saco-a-su-perro-y-murio-apunalada-en-santiago-presunto-asesino-impacto-a-la-familia-y-revelaron-problema-con-el/,La Cuarta,nacional,Erasmo Tauran,2026-04-16T22:22:43.863000+00:00,Chile,sitemap_article,2026-04-18T22:41:01.717373+00:00,
0cf9ea7ce5188a67,Álvaro Ballero aclara si su exesposa Ludmila ingresará o no “¿Volverías con tu ex?”,https://www.lacuarta.com/espectaculos/noticia/alvaro-ballero-aclara-si-su-exesposa-ludmila-ingresara-o-no-volverias-con-tu-ex/,La Cuarta,nacional,Bernardita Villa,2026-04-16T22:28:27.035000+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:00.774199+00:00,
34b4b434daba0c36,Imágenes fuertes: Video muestra impactante atropello de dos mujeres por camión de valores en Pucón,https://www.lacuarta.com/chile/noticia/imagenes-fuertes-video-muestra-impactante-atropello-de-dos-mujeres-por-camion-de-valores-en-pucon/,La Cuarta,nacional,Erasmo Tauran,2026-04-16T22:51:38.534000+00:00,Chile,sitemap_article,2026-04-18T22:40:59.816268+00:00,
073f6235c1ae0735,Polémico rostro de Primer Plano renunció a CHV tras polémica con Danilo 21: se despedirá en pantalla este viernes,https://www.lacuarta.com/espectaculos/noticia/polemico-rostro-de-primer-plano-renuncio-a-chv-tras-polemica-con-danilo-21-se-despedira-en-pantalla-este-viernes/,La Cuarta,nacional,Bernardita Villa,2026-04-16T22:56:13.036000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:58.222517+00:00,
86e4e1cfeb700bf2,"“¡Investiga, poh, mujer!“: Kaminski enfurece en pleno ascensor y se enfrasca en tenso alegato con periodista",https://www.lacuarta.com/espectaculos/noticia/investiga-poh-mujer-kaminski-enfurece-en-pleno-ascensor-y-se-enfrasca-en-tenso-alegato-con-periodista/,La Cuarta,nacional,Erasmo Tauran,2026-04-17T00:50:33.654000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:56.749719+00:00,
76acc81fc2639537,Pánico en plena sala de urgencias: delincuentes armados asaltaron a pacientes y trabajadores en clínica de Concepción,https://www.lacuarta.com/chile/noticia/panico-en-plena-sala-de-urgencias-delincuentes-armados-asaltaron-a-pacientes-y-funcionarios-en-clinica-de-concepcion/,La Cuarta,nacional,Erasmo Tauran,2026-04-17T02:14:14.426000+00:00,Chile,sitemap_article,2026-04-18T22:40:55.776222+00:00,
a221e22986ffa520,"Horóscopo hoy, viernes 17 de abril: revisa cómo estará el amor, dinero y salud para tu signo zodiacal",https://www.lacuarta.com/servicios/noticia/horoscopo-hoy-viernes-17-de-abril-revisa-como-estara-el-amor-dinero-y-salud-para-tu-signo-zodiacal/,La Cuarta,nacional,Axel Christiansen,2026-04-17T08:00:00+00:00,Servicios,sitemap_article,2026-04-18T22:40:54.819088+00:00,
dad32dc5151380f9,¿Fin del misterio? Jordi Castell entrega dato clave sobre ministra que “destruyó” matrimonio y adelanta que hay más,https://www.lacuarta.com/espectaculos/noticia/fin-del-misterio-jordi-castell-entrega-dato-clave-sobre-ministra-que-destruyo-matrimonio-y-adelanta-que-hay-mas/,La Cuarta,nacional,Diego Ramírez,2026-04-17T10:34:16.692000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:53.836546+00:00,
e260b9d28fa75f05,Le aconsejaron no ver el cuerpo de su hija: habla madre de joven chilena asesinada por vecino colombiano en Santiago,https://www.lacuarta.com/chile/noticia/le-aconsejaron-no-ver-el-cuerpo-de-su-hija-habla-madre-de-joven-chilena-asesinada-por-vecino-colombiano-en-santiago/,La Cuarta,nacional,Diego Ramírez,2026-04-17T11:04:58.063000+00:00,Chile,sitemap_article,2026-04-18T22:40:53.516666+00:00,
78d7c8796478b119,De un pacto satánico por “amor eterno” a un supuesto “regalo”: macabro WhatsApp de pololos que mataron a madre adoptiva,https://www.lacuarta.com/chile/noticia/de-un-pacto-satanico-por-amor-eterno-a-un-supuesto-regalo-macabro-whatsapp-de-pololos-que-mataron-a-madre-adoptiva/,La Cuarta,nacional,Diego Ramírez,2026-04-17T11:05:43.014000+00:00,Chile,sitemap_article,2026-04-18T22:40:52.014808+00:00,
5521abb064fd7ded,Grabaron a Francisco Kaminski muy cariñoso y perreando con una mujer en cumpleaños de Adriana Barrientos,https://www.lacuarta.com/espectaculos/noticia/grabaron-a-francisco-kaminski-muy-carinoso-y-perreando-con-una-mujer-en-cumpleanos-de-adriana-barrientos/,La Cuarta,nacional,Marco Oyarzún,2026-04-17T11:17:57.907000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:51.697717+00:00,
9e524dfd14d8982b,Arrestan al cantante D4vd por homicidio: es sospechoso de matar a niña que fue encontrada en su Tesla,https://www.lacuarta.com/espectaculos/noticia/arrestan-al-cantante-d4vd-por-homicidio-es-sospechoso-de-matar-a-nina-que-fue-encontrada-en-su-tesla/,La Cuarta,nacional,Paulo Quinteros,2026-04-17T11:40:27.397000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:51.444948+00:00,
71b09869d4f5567a,Jorge Ugalde seguirá tras las rejas ante evidencias que lo complican: lo que hallaron en su celular habría sido clave,https://www.lacuarta.com/chile/noticia/jorge-ugalde-seguira-tras-las-rejas-ante-evidencias-que-lo-complican-lo-que-hallaron-en-su-celular-habria-sido-clave/,La Cuarta,nacional,Diego Ramírez,2026-04-17T11:42:08.427000+00:00,Chile,sitemap_article,2026-04-18T22:40:50.016590+00:00,
cc5f3a6fee8f2829,“Va a morir envenenada”: Sergio Rojas lanzó advertencia a Daniella Campos tras acusación de conspirar contra Antonella Ríos,https://www.lacuarta.com/espectaculos/noticia/va-a-morir-envenenada-sergio-rojas-lanzo-advertencia-a-daniella-campos-tras-acusacion-de-conspirar-contra-antonella-rios/,La Cuarta,nacional,Marco Oyarzún,2026-04-17T11:58:06.565000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:49.020975+00:00,
a73b1a1ee6ab6a05,La Firme con Pollo Fuentes: “Desde que existe el Pollo me perdí un poco… el Pollo se comió a José Alfredo y a los demás”,https://www.lacuarta.com/espectaculos/noticia/la-firme-con-pollo-fuentes-desde-que-existe-el-pollo-me-perdi-un-poco-el-pollo-se-comio-a-jose-alfredo-y-a-los-demas/,La Cuarta,nacional,Eduardo Ortega,2026-04-17T12:00:00+00:00,Espectáculos,sitemap_article,2026-04-18T22:41:17.285382+00:00,
8c15af69160daa1f,La actriz Christina Applegate lleva varias semanas hospitalizada en Los Ángeles,https://www.lacuarta.com/espectaculos/noticia/la-actriz-christina-applegate-lleva-varias-semanas-hospitalizada-en-los-angeles/,La Cuarta,nacional,Paulo Quinteros,2026-04-17T12:03:04.890000+00:00,Espectáculos,sitemap_article,2026-04-18T22:40:48.072187+00:00,
