id,headline,headline_original,label,source_type,source,author,section,published_at,url,clickbait_score,clickbait_reasons,needs_review,split,labeling_method,collection_method,scraped_at,feed_url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
9d73f28d817a4267,"Mató todo lo que yo soy"": Disley Ramos criticó duramente la edición de Mundos Opuestos por daño a su imagen","Mató todo lo que yo soy"": Disley Ramos criticó duramente la edición de Mundos Opuestos por daño a su imagen",clickbait,nacional,FMDOS,Aranza Lineros,Espectáculos,2026-04-18T22:11:58+00:00,https://www.fmdos.cl/espectaculos/mato-todo-lo-que-yo-soy-disley-ramos-critico-duramente-la-edicion-de-mundos-opuestos-por-dano-a-su-imagen/,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,rss,2026-04-20T23:33:18.763435+00:00,https://www.fmdos.cl/feed/,es,0.999997,kept,kept_original
0fced1ecfe1d6521,lo que encontraron en su celular impacto a fiscal y juez carcel para bolivianos que tapaban zanja con retroexcavadora,lo que encontraron en su celular impacto a fiscal y juez carcel para bolivianos que tapaban zanja con retroexcavadora,clickbait,nacional,La Cuarta,,,2026-04-17T19:48:01.423000+00:00,https://www.lacuarta.com/chile/noticia/lo-que-encontraron-en-su-celular-impacto-a-fiscal-y-juez-carcel-para-bolivianos-que-tapaban-zanja-con-retroexcavadora/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:32:58.257367+00:00,,es,0.999997,kept,kept_original
d2b4ca2fb0d49131,el betis no se hace problemas y confirma a pellegrini pase lo que pase,el betis no se hace problemas y confirma a pellegrini pase lo que pase,informativo,nacional,En Cancha,,,2026-04-14T19:33:05.158000+00:00,https://www.encancha.cl/chilenos-por-el-mundo/2026/04/14/el-betis-no-se-hace-problemas-y-confirma-a-pellegrini-pase-lo-que-pase/,0.36,curiosity_gap:lo que;vague_subject,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:09.999042+00:00,,es,0.999995,kept,kept_original
b20741b5b4b30a67,"Pilar Calvo, psicóloga: «Muchos adolescentes no piden ayuda por temor a lo que pueda ocurrir»","Pilar Calvo, psicóloga: «Muchos adolescentes no piden ayuda por temor a lo que pueda ocurrir»",informativo,internacional,ABC,,,2026-04-20T08:24:30+02:00,https://www.abc.es/espana/castilla-la-mancha/pilar-calvo-psicologa-adolescentes-piden-ayuda-temor-20260415082430-nt.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,test,manual-review-v1.0,news_sitemap,2026-04-20T23:38:18.945376+00:00,,es,0.999993,kept,kept_original
dc5c4c29d8cbe657,"Xevi Verdaguer, experto en sueño, indica por qué tomar sal por la noche hará que duermas mejor: «El sistema inmune se activa»","Xevi Verdaguer, experto en sueño, indica por qué tomar sal por la noche hará que duermas mejor: «El sistema inmune se activa»",clickbait,internacional,ABC,,,2026-04-19T19:00:03+02:00,https://www.abc.es/bienestar/xevi-verdague-experto-sueno-revela-tomar-sal-20260419160532-nt.html,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:18.951584+00:00,,es,0.999994,kept,kept_original
9692d1b259de5c3c,Los últimos detalles del Franco Colapinto Road Show: todo lo que hay que saber para no perderse nada de la vuelta de la Fórmula 1 a la Argentina,Los últimos detalles del Franco Colapinto Road Show: todo lo que hay que saber para no perderse nada de la vuelta de la Fórmula 1 a la Argentina,clickbait,internacional,Clarin,,,2026-04-20T21:27:11+00:00,https://www.clarin.com/deportes/ultimos-detalles-franco-colapinto-road-show-saber-perderse-vuelta-formula-1-argentina_0_yNTXs96Om3.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.535530+00:00,,es,0.999995,kept,kept_original
02a34974211bf7f9,el audio del var que revela por que piero maza no llamo a revisar el planchazo contra javier altamirano,el audio del var que revela por que piero maza no llamo a revisar el planchazo contra javier altamirano,clickbait,nacional,En Cancha,,,2026-04-14T00:07:13.215000+00:00,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/13/el-audio-del-var-que-revela-por-que-piero-maza-no-llamo-a-revisar-el-planchazo-contra-javier-altamirano/,0.36,curiosity_gap:por que;vague_subject,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.001486+00:00,,es,0.999995,kept,kept_original
21d0c4861937df02,"Eduardo Coudet, entre la sinceridad y la esperanza después de la derrota de River vs Boca: ""Nos está costando más de lo que pensaba","Eduardo Coudet, entre la sinceridad y la esperanza después de la derrota de River vs Boca: ""Nos está costando más de lo que pensaba",clickbait,internacional,Clarin,,,2026-04-20T01:01:00+00:00,https://www.clarin.com/deportes/eduardo-coudet-sinceridad-esperanza-despues-derrota-river-vs-boca-costando-pensaba_0_tvRzo0jCJM.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.580883+00:00,,es,0.999996,kept,kept_original
343ad8ffe6bc986c,lo que queremos los sudamericanos es abrazarnos a los asiaticos,lo que queremos los sudamericanos es abrazarnos a los asiaticos,clickbait,nacional,CNN Chile,,,2011-12-31T13:34:00+00:00,https://www.cnnchile.com/mundo/lo-que-queremos-los-sudamericanos-es-abrazarnos-a-los-asiaticos_20111231/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.111297+00:00,,es,0.999994,kept,kept_original
fc42a41143276d76,"Chingotto: ""Es una barbaridad lo que está jugando Galán, sabemos que tenemos un trabajo muy largo","Chingotto: ""Es una barbaridad lo que está jugando Galán, sabemos que tenemos un trabajo muy largo",informativo,internacional,Mundo Deportivo,Javier Corrales Caro,Premier Padel,2026-04-20T20:23:48+02:00,https://www.mundodeportivo.com/padel/premier-padel/20260420/1004172979/chingotto-barbaridad-jugando-galan-trabajo.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,validation,manual-review-v1.0,rss,2026-04-20T23:38:20.499896+00:00,https://www.mundodeportivo.com/rss/home.xml,es,0.999996,kept,kept_original
e3efada745d5d845,"Pide en un bar de Madrid unas tostadas de jamón y un café y no da crédito a lo que se encuentra en el ticket: ""Denuncia al canto","Pide en un bar de Madrid unas tostadas de jamón y un café y no da crédito a lo que se encuentra en el ticket: ""Denuncia al canto",clickbait,internacional,Mundo Deportivo,,,2026-04-19T20:12:40+00:00,https://www.mundodeportivo.com/actualidad/20260419/1004172583/pide-bar-madrid-tostadas-jamon-cafe-no-da-credito-encuentra-ticket-denuncia-canto-dct.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:30.069528+00:00,,es,0.999995,kept,kept_original
ceb51f1df29d5978,Álvaro Ballero reveló por qué Arturo Longton está enojado con él: “Hace mucho…”,Álvaro Ballero reveló por qué Arturo Longton está enojado con él: “Hace mucho…”,clickbait,nacional,Pagina 7,,,2026-04-17T01:49:56+00:00,https://www.pagina7.cl/entretencion/alvaro-ballero-revelo-por-que-arturo-longton-esta-enojado-con-el-hace-mucho/,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:33:16.649984+00:00,,es,0.999994,kept,kept_original
2e90de2295868703,Swingers en Argentina: cómo es el mundo por dentro y por qué cada vez crece más,Swingers en Argentina: cómo es el mundo por dentro y por qué cada vez crece más,clickbait,internacional,Clarin,,,2026-04-20T19:02:23+00:00,https://www.clarin.com/videos/swingers-argentina-mundo-dentro-vez-crece_3_G7cr232F63.html,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.539913+00:00,,es,0.999995,kept,kept_original
9de0a83af10467c6,Lo que hay que saber del mayor reembolso de aranceles en la historia de EE. UU. tras fallo contra Trump,Lo que hay que saber del mayor reembolso de aranceles en la historia de EE. UU. tras fallo contra Trump,clickbait,internacional,France 24 Espanol,France 24,EE. UU. y Canadá,2026-04-20T17:55:14+00:00,https://www.france24.com/es/ee-uu-y-canad%C3%A1/20260420-lo-que-hay-que-saber-del-mayor-reembolso-de-aranceles-en-la-historia-de-ee-uu-tras-fallo-contra-trump,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,rss,2026-04-20T23:35:49.369187+00:00,https://www.france24.com/es/rss,es,0.999997,kept,kept_original
77032b428def24b9,lo que mas nos preocupa es el aumento de consumo de drogas duras,lo que mas nos preocupa es el aumento de consumo de drogas duras,clickbait,nacional,CNN Chile,,,2011-11-27T17:11:00+00:00,https://www.cnnchile.com/pais/lo-que-mas-nos-preocupa-es-el-aumento-de-consumo-de-drogas-duras_20111127/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,test,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.072960+00:00,,es,0.857138,kept,kept_original
f2a293c339661557,lo que nos trae el ano de la cabra de madera,lo que nos trae el ano de la cabra de madera,clickbait,nacional,FMDOS,,,2015-02-19T14:41:31+00:00,https://www.fmdos.cl/noticias/lo-que-nos-trae-el-ano-de-la-cabra-de-madera/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:34:10.229471+00:00,,es,0.999995,kept,kept_original
8c5b6d34818b3518,lo que hacemos es una declaracion de querer cambiar el mundo,lo que hacemos es una declaracion de querer cambiar el mundo,clickbait,nacional,CNN Chile,,,2011-11-18T22:20:00+00:00,https://www.cnnchile.com/economia/lo-que-hacemos-es-una-declaracion-de-querer-cambiar-el-mundo_20111118/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.091557+00:00,,es,0.999996,kept,kept_original
e9d0ff65ef5a7fcf,"Lo que la industria salmonera paga, y lo que debería pagar","Lo que la industria salmonera paga, y lo que debería pagar",clickbait,nacional,BioBioChile,,pressrelease,2025-07-21T15:12:23+00:00,https://www.biobiochile.cl/noticias/opinion/columnas-bbcl/2025/07/21/lo-que-la-industria-salmonera-paga-y-lo-que-deberia-pagar.shtml,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:28:49.346404+00:00,,es,0.999994,kept,kept_original
d985d2a91834e97b,El dilema de Malaca': por qué otro paso marítimo crítico genera preocupación en el comercio mundial,O dilema de Malaca': por que outra passagem crítica para a navegação gera preocupação no comércio global,clickbait,internacional,BBC Mundo,,,2026-04-20T17:06:07+00:00,https://www.bbc.com/portuguese/articles/cly0jp3ryjmo,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:35:19.071686+00:00,,pt,0.999995,detected_non_es,GoogleTranslator(auto->es)
6a708be77e456aa5,"La madre de Jay Slater, el joven británico que murió en Tenerife, denuncia lo que está leyendo sobre su hijo: «Nadie entiende el dolor»","La madre de Jay Slater, el joven británico que murió en Tenerife, denuncia lo que está leyendo sobre su hijo: «Nadie entiende el dolor»",informativo,internacional,ABC,,,2026-04-20T15:18:21+02:00,https://www.abc.es/espana/canarias/madre-jay-slater-joven-britanico-murio-tenerife-20260420151817-nt.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:18.940314+00:00,,es,0.999995,kept,kept_original
e2f8e468c2ccc6db,lo que aprendemos cuando una relacion acaba,lo que aprendemos cuando una relacion acaba,clickbait,nacional,Pagina 7,,,2025-11-14T19:28:40+00:00,https://www.pagina7.cl/sociedad/lo-que-aprendemos-cuando-una-relacion-acaba/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:33:16.693041+00:00,,es,0.999997,kept,kept_original
247a3e6af14320b8,lo que se ha cruzado aqui es el proyecto europeo vs naciones,lo que se ha cruzado aqui es el proyecto europeo vs naciones,clickbait,nacional,CNN Chile,,,2011-11-12T20:20:00+00:00,https://www.cnnchile.com/mundo/lo-que-se-ha-cruzado-aqui-es-el-proyecto-europeo-vs-naciones_20111112/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.101996+00:00,,es,0.999995,kept,kept_original
705b1efbc8b3a220,"El Villarreal, ante el reto de repetir lo que solo ha conseguido una vez en su historia","El Villarreal, ante el reto de repetir lo que solo ha conseguido una vez en su historia",clickbait,internacional,Mundo Deportivo,,,2026-04-20T10:38:33+00:00,https://www.mundodeportivo.com/futbol/villarreal/20260420/1004172753/villarreal-reto-repetir-conseguido-vez-historia.html,0.36,curiosity_gap:lo que;vague_subject,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:30.058688+00:00,,es,0.999993,kept,kept_original
7f5b4ee0c8e84975,lo que nos quiere decir coldplay es que quieren ser los nuevos u2,lo que nos quiere decir coldplay es que quieren ser los nuevos u2,clickbait,nacional,CNN Chile,,,2011-11-24T13:27:00+00:00,https://www.cnnchile.com/pais/lo-que-nos-quiere-decir-coldplay-es-que-quieren-ser-los-nuevos-u2_20111124/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.079654+00:00,,es,0.999996,kept,kept_original
cc831e28491cb104,Precios más caros en la Feria de Abril 2026: lo que costará este año disfrutar toda la semana,Precios más caros en la Feria de Abril 2026: lo que costará este año disfrutar toda la semana,clickbait,internacional,El Pais,Raúl Limón,Feria de Abril,2026-04-20T15:03:52+00:00,https://elpais.com/espana/andalucia/2026-04-20/precios-mas-caros-en-la-feria-de-abril-lo-que-costara-este-ano-disfrutar-toda-la-semana.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,rss,2026-04-20T23:35:21.116422+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.999997,kept,kept_original
140ae4c4eebc2a83,Homicidio 45 en provincia de Concepción en lo que va del año: hombre muere tras ser baleado en Hualqui,Homicidio 45 en provincia de Concepción en lo que va del año: hombre muere tras ser baleado en Hualqui,informativo,nacional,BioBioChile,,pressrelease,2025-07-22T11:44:01+00:00,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2025/07/22/homicidio-45-en-provincia-de-concepcion-en-lo-que-va-del-ano-hombre-muere-tras-ser-baleado-en-hualqui.shtml,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,test,manual-review-v1.0,news_sitemap,2026-04-20T23:28:49.334608+00:00,,es,0.999997,kept,kept_original
b1a6c5d327c86c87,el reproche al aire de sebastian ortega a mario pergolini me acuerdo lo que dijiste,el reproche al aire de sebastian ortega a mario pergolini me acuerdo lo que dijiste,clickbait,internacional,Infobae,,,2026-04-18T13:46:15.305000+00:00,https://www.infobae.com/teleshow/2026/04/18/el-reproche-al-aire-de-sebastian-ortega-a-mario-pergolini-me-acuerdo-lo-que-dijiste/,0.36,curiosity_gap:lo que;vague_subject,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:37:12.640958+00:00,,es,0.85714,kept,kept_original
259cba47835d4215,lo que se va a hacer es imponer turnos en las 52 comunas,lo que se va a hacer es imponer turnos en las 52 comunas,clickbait,nacional,CNN Chile,,,2011-11-29T12:10:00+00:00,https://www.cnnchile.com/pais/lo-que-se-va-a-hacer-es-imponer-turnos-en-las-52-comunas_20111129/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,validation,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.069013+00:00,,es,0.999995,kept,kept_original
a2c2fad2affe7efc,"Erin Murray, cuatro veces mujer más fuerte del mundo: ""El deporte nunca fue lo mío, pero siempre he tenido una necesidad implacable de ser la mejor en todo lo que hago","Erin Murray, cuatro veces mujer más fuerte del mundo: ""El deporte nunca fue lo mío, pero siempre he tenido una necesidad implacable de ser la mejor en todo lo que hago",informativo,internacional,Mundo Deportivo,,,2026-04-20T15:51:57+00:00,https://www.mundodeportivo.com/pulso/20260420/1004172909/erin-murray-cuatro-veces-mujer-mas-fuerte-mundo-deporte-nunca-siempre-he-tenido-necesidad-implacable-mejor-dct.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:30.049227+00:00,,es,0.999996,kept,kept_original
7a54057b50636e9d,"Jet lag social"": por qué quizás estás eligiendo mal el momento del día en el que haces ejercicio","Jet lag social"": por qué quizás estás eligiendo mal el momento del día en el que haces ejercicio",clickbait,internacional,BBC Mundo,,,2026-04-17T14:25:06+00:00,https://www.bbc.com/mundo/articles/cqj8p71nwydo?at_medium=RSS&at_campaign=rss,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,rss,2026-04-20T23:35:11.534988+00:00,https://feeds.bbci.co.uk/mundo/rss.xml,es,0.999997,kept,kept_original
a6cc993de81a0c53,lo que todo buen jugador debe hacer lluvia de elogios para ben brereton en inglaterra,lo que todo buen jugador debe hacer lluvia de elogios para ben brereton en inglaterra,clickbait,nacional,En Cancha,,,2026-04-04T15:02:31.513000+00:00,https://www.encancha.cl/chilenos-por-el-mundo/2026/04/04/lo-que-todo-buen-jugador-debe-hacer-lluvia-de-elogios-para-ben-brereton-en-inglaterra/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.040173+00:00,,es,0.999996,kept,kept_original
10ea592411052742,lo que mas me gratifica es sentir que hago lo que corresponde,lo que mas me gratifica es sentir que hago lo que corresponde,clickbait,nacional,CNN Chile,,,2011-12-29T00:50:00+00:00,https://www.cnnchile.com/pais/lo-que-mas-me-gratifica-es-sentir-que-hago-lo-que-corresponde_20111228/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.116463+00:00,,es,0.999995,kept,kept_original
1a4ff6c7e88369e4,"Día Mundial de la Creatividad y la Innovación: origen, fecha clave y por qué la ONU impulsa el valor de las ideas en el desarrollo global","Día Mundial de la Creatividad y la Innovación: origen, fecha clave y por qué la ONU impulsa el valor de las ideas en el desarrollo global",clickbait,internacional,Infobae,,,2026-04-20T18:45:47.248000+00:00,https://www.infobae.com/peru/2026/04/20/dia-mundial-de-la-creatividad-y-la-innovacion-origen-fecha-clave-y-por-que-la-onu-impulsa-el-valor-de-las-ideas-en-el-desarrollo-global/,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:12.673990+00:00,,es,0.999997,kept,kept_original
6da2b65c7c45c221,lo que inspira a miguel bose al escribir las canciones,lo que inspira a miguel bose al escribir las canciones,clickbait,nacional,FMDOS,,,2015-05-15T12:03:46+00:00,https://www.fmdos.cl/noticias/lo-que-inspira-a-miguel-bose-al-escribir-las-canciones/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,validation,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:34:10.243145+00:00,,es,0.999995,kept,kept_original
a2f6f067fc86245e,Suecia vuelve al lápiz y papel: por qué uno de los países más tecnológicos de Europa está reduciendo la educación digital,Suecia vuelve al lápiz y papel: por qué uno de los países más tecnológicos de Europa está reduciendo la educación digital,clickbait,internacional,BBC Mundo,,,2026-04-17T09:39:27+00:00,https://www.bbc.com/mundo/articles/c1eqqwgypdno?at_medium=RSS&at_campaign=rss,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,rss,2026-04-20T23:35:11.536244+00:00,https://feeds.bbci.co.uk/mundo/rss.xml,es,0.999996,kept,kept_original
230fd677a90cf04d,lo que le paso a una profesora por ver 50 sombras de grey con sus alumnos,lo que le paso a una profesora por ver 50 sombras de grey con sus alumnos,clickbait,nacional,FMDOS,,,2015-05-22T16:37:09+00:00,https://www.fmdos.cl/noticias/lo-que-le-paso-a-una-profesora-por-ver-50-sombras-de-grey-con-sus-alumnos/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:34:10.244251+00:00,,es,0.999996,kept,kept_original
281453dbf0b2efc8,Luis Brandoni y su legado en el cine: le debe menos que lo que el cine argentino le debe a él,Luis Brandoni y su legado en el cine: le debe menos que lo que el cine argentino le debe a él,clickbait,internacional,Clarin,,,2026-04-20T14:17:20+00:00,https://www.clarin.com/espectaculos/luis-brandoni-legado-cine-debe-cine-argentino-debe_0_FqaI9lP6k2.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.532767+00:00,,es,0.999996,kept,kept_original
406fd01b71b83b9d,"No es pereza, es la edad: lo que le pasa al cerebro adolescente cuando duerme mal y cómo evitarlo","No es pereza, es la edad: lo que le pasa al cerebro adolescente cuando duerme mal y cómo evitarlo",clickbait,internacional,El Pais,Carolina Pinedo,Niños,2026-04-20T03:30:00+00:00,https://elpais.com/mamas-papas/actualidad/2026-04-20/no-es-pereza-es-la-edad-lo-que-le-pasa-al-cerebro-adolescente-cuando-duerme-mal-y-como-evitarlo.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,rss,2026-04-20T23:35:21.124632+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.999997,kept,kept_original
0447cbf1fcaedb28,lo que estan planteando es un parche tributario,lo que estan planteando es un parche tributario,clickbait,nacional,CNN Chile,,,2011-11-15T17:20:00+00:00,https://www.cnnchile.com/economia/lo-que-estan-planteando-es-un-parche-tributario_20111115/,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,test,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:55.098141+00:00,,es,0.999994,kept,kept_original
6656b9ef817eede6,Corea del Sur: lo que hay que ver en un primer viaje al país de la cultura pop,Corea del Sur: lo que hay que ver en un primer viaje al país de la cultura pop,clickbait,internacional,El Pais,Paco Nadal Yuste,Viajes,2026-04-19T03:30:00+00:00,https://elpais.com/elviajero/viajes-paco-nadal/2026-04-19/corea-del-sur-lo-que-hay-que-ver-en-un-primer-viaje-al-pais-de-la-cultura-pop.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,rss,2026-04-20T23:35:21.133906+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/portada,es,0.999995,kept,kept_original
8f3ad9c72ef81c3c,Inicia el pago a depositantes tras liquidación de la Caja Del Centro: todo lo que deben saber los ahorristas,Inicia el pago a depositantes tras liquidación de la Caja Del Centro: todo lo que deben saber los ahorristas,clickbait,internacional,Infobae,,,2026-04-20T20:23:13.785000+00:00,https://www.infobae.com/peru/2026/04/20/inicia-el-pago-a-depositantes-tras-liquidacion-de-la-caja-del-centro-todo-lo-que-deben-saber-los-ahorristas/,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:12.672741+00:00,,es,0.999995,kept,kept_original
68be887a8ff2fbd6,Tren Suburbano - AIFA: por qué retrasaron la fecha de inauguración para el domingo 26 de abril,Tren Suburbano - AIFA: por qué retrasaron la fecha de inauguración para el domingo 26 de abril,clickbait,internacional,Infobae,,,2026-04-20T22:23:32.486000+00:00,https://www.infobae.com/mexico/2026/04/20/tren-suburbano-aifa-por-que-retrasaron-la-fecha-de-inauguracion-para-el-domingo-26-de-abril/,0.36,curiosity_gap:por que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:12.647649+00:00,,es,0.999996,kept,kept_original
bff59e388ba54925,Comportamiento canino: por qué los perros empujan su plato antes de comer,Comportamiento canino: por qué los perros empujan su plato antes de comer,clickbait,internacional,20 Minutos,Isabel Valle,Perros,2026-04-20T07:21:52+02:00,https://www.20minutos.es/animaleros/perros/comportamiento-canino-por-que-los-perros-empujan-su-plato-con-comida-antes-comer_6955093_0.html,0.36,curiosity_gap:por que;curiosity_colon_framing,False,validation,manual-review-v1.0,rss,2026-04-20T23:37:56.128842+00:00,https://www.20minutos.es/rss/,es,0.857138,kept,kept_original
7552310e9329554c,"Hans Gildemeister cuenta de su ""vida sana"" en Zapallar tras la muerte de su esposa: ""Lo que me tiene más vivo es el tenis","Hans Gildemeister cuenta de su ""vida sana"" en Zapallar tras la muerte de su esposa: ""Lo que me tiene más vivo es el tenis",clickbait,nacional,Meganoticias,,,2026-04-20T18:00:00-04:00,https://www.meganoticias.cl/tendencias/519935-hans-gildemeister-vida-saludable-zapallar-rutina-recuerdo-esposa-tenis-20-04-2026.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,validation,manual-review-v1.0,news_sitemap,2026-04-20T23:31:41.148368+00:00,,es,0.999997,kept,kept_original
6f8bfe7b6ec3a1b3,Ciudades del futuro: lo que el mundo ya hace en sostenibilidad urbana y Chile tiene pendiente,Ciudades del futuro: lo que el mundo ya hace en sostenibilidad urbana y Chile tiene pendiente,clickbait,nacional,El Desconcierto,,,2026-04-18T11:00:00+00:00,https://eldesconcierto.cl/hoja-ruta/ciudades-del-futuro-lo-que-el-mundo-ya-hace-sostenibilidad-urbana-y-chile-tiene-pendiente-n5458172,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:33:02.734269+00:00,,es,0.999996,kept,kept_original
7462a6940293ca6f,Lo que aprendí cuando dejé de consumir azúcar durante 6 semanas,Lo que aprendí cuando dejé de consumir azúcar durante 6 semanas,clickbait,internacional,BBC Mundo,,,2026-04-17T17:27:46+00:00,https://www.bbc.com/mundo/articles/ce8lm1le4dvo?at_medium=RSS&at_campaign=rss,0.36,curiosity_gap:lo que;curiosity_gap_opener,False,train,manual-review-v1.0,rss,2026-04-20T23:35:11.529985+00:00,https://feeds.bbci.co.uk/mundo/rss.xml,es,0.629624,kept,kept_original
5f855c12412ac8f6,"Se viene la segunda temporada de ""Más que rivales"": todo lo que reveló el director sobre la nueva entrega de la serie romántica gay que encendió el streaming","Se viene la segunda temporada de ""Más que rivales"": todo lo que reveló el director sobre la nueva entrega de la serie romántica gay que encendió el streaming",clickbait,internacional,Clarin,,,2026-04-20T09:01:41+00:00,https://www.clarin.com/espectaculos/viene-segunda-temporada-rivales-revelo-director-nueva-entrega-serie-romantica-gay-encendio-streaming_0_XViqRdxZLp.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,test,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.549014+00:00,,es,0.999994,kept,kept_original
1a027019beadfd02,"Paredes: ""La gente ve lo que muestras pero, de puertas hacia dentro, pasan cosas que no ayudan a estar enfocado","Paredes: ""La gente ve lo que muestras pero, de puertas hacia dentro, pasan cosas que no ayudan a estar enfocado",informativo,internacional,Mundo Deportivo,,,2026-04-20T13:50:18+00:00,https://www.mundodeportivo.com/futbol/internacional/20260420/1004172853/paredes-gente-ve-muestras-puertas-pasan-cosas-no-ayudan-enfocado.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:30.052399+00:00,,es,0.999994,kept,kept_original
810ba0e16dee3d17,el ultimo deseo de luis brandoni por que sus hijas organizaron un velatorio de 12 horas,el ultimo deseo de luis brandoni por que sus hijas organizaron un velatorio de 12 horas,clickbait,internacional,Infobae,,,2026-04-20T16:59:48.008000+00:00,https://www.infobae.com/teleshow/2026/04/20/el-ultimo-deseo-de-luis-brandoni-por-que-sus-hijas-organizaron-un-velatorio-de-12-horas/,0.36,curiosity_gap:por que;vague_subject,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:37:12.636097+00:00,,es,0.999996,kept,kept_original
