id,headline,headline_original,label,source_type,source,author,section,published_at,url,clickbait_score,clickbait_reasons,needs_review,split,labeling_method,collection_method,scraped_at,feed_url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
61222725f3184caf,cortes de luz en santiago este sabado 4 de abril uno afectara las cercanias del costanera center,cortes de luz en santiago este sabado 4 de abril uno afectara las cercanias del costanera center,informativo,nacional,En Cancha,,,2026-04-03T17:00:01.531000+00:00,https://www.encancha.cl/enlahora/nacional/2026/04/03/cortes-de-luz-en-santiago-este-sabado-4-de-abril-uno-afectara-las-cercanias-del-costanera-center/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:10.043873+00:00,,es,0.999995,kept,kept_original
a96fa71aa755e7e7,matias soto prolonga su gran momento y se mete en semifinales del challenger de santa cruz de la sierra,matias soto prolonga su gran momento y se mete en semifinales del challenger de santa cruz de la sierra,informativo,nacional,La Tercera,,,2026-04-17T03:59:06.035000+00:00,https://www.latercera.com/el-deportivo/noticia/matias-soto-prolonga-su-gran-momento-y-se-mete-en-semifinales-del-challenger-de-santa-cruz-de-la-sierra/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:29:50.306916+00:00,,es,0.857139,kept,kept_original
6c06d6b82d7e95f0,Debut y despedida en Croacia: Cristian Garin cayó ante Droguet y dice adiós al ATP de Umag,Debut y despedida en Croacia: Cristian Garin cayó ante Droguet y dice adiós al ATP de Umag,informativo,nacional,BioBioChile,,pressrelease,2025-07-21T18:29:36+00:00,https://www.biobiochile.cl/noticias/deportes/tenis/2025/07/21/cristian-garin-debut-despedida-croacia-droguet-atp-de-umag.shtml,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:28:49.342858+00:00,,es,0.999997,kept,kept_original
3498f16799df0bd0,"El director del FBI, Kash Patel, presenta una demanda de 250 millones de dólares contra The Atlantic",FBI Director Kash Patel files $250m lawsuit against The Atlantic,informativo,internacional,BBC Mundo,,,2026-04-20T17:04:14+00:00,https://www.bbc.com/news/articles/c78lggvey55o,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.071607+00:00,,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
45ca147095df090b,"AirPods, iPad y Apple Watch reacondicionados: todo lo que le falta a tu iPhone está en Back Market","AirPods, iPad y Apple Watch reacondicionados: todo lo que le falta a tu iPhone está en Back Market",clickbait,internacional,Mundo Deportivo,Juan Carlos Broncano,Tecnología,2026-04-10T06:50:00+02:00,https://www.mundodeportivo.com/elrecomendador/tecnologia/20260410/1004166103/airpods-ipad-apple-watch-reacondicionados-le-falta-iphone-back-market-mkt-bama.html,0.48,curiosity_gap:lo que;curiosity_colon_framing;direct_address:tu,False,train,manual-review-v1.0,rss,2026-04-20T23:38:20.520593+00:00,https://www.mundodeportivo.com/rss/home.xml,es,0.857139,kept,kept_original
d96456549155f208,se estreno operacion finale en netflix la caceria y captura de adolf eichmann en argentina,se estreno operacion finale en netflix la caceria y captura de adolf eichmann en argentina,informativo,internacional,Infobae,,,2024-04-22T22:33:53.482000+00:00,https://www.infobae.com/america/entretenimiento/2018/10/03/se-estreno-operacion-finale-en-netflix-la-caceria-y-captura-de-adolf-eichmann-en-argentina/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.691243+00:00,,es,0.999998,kept,kept_original
2931966f37528e66,sube o baja la bencina asi puedes encontrar los precios mas baratos por region,sube o baja la bencina asi puedes encontrar los precios mas baratos por region,informativo,nacional,El Mostrador,,,2026-04-20T15:21:56-03:00,https://www.elmostrador.cl/datos-utiles/2026/04/20/sube-o-baja-la-bencina-asi-puedes-encontrar-los-precios-mas-baratos-por-region/,0.0,,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:58.913819+00:00,,es,0.999997,kept,kept_original
33e9579d56f0536b,adios al cda la cantera de la u arma las maletas y tiene nueva casa,adios al cda la cantera de la u arma las maletas y tiene nueva casa,informativo,nacional,En Cancha,,,2026-04-03T15:21:56.719000+00:00,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/03/adios-al-cda-la-cantera-de-la-u-arma-las-maletas-y-tiene-nueva-casa/,0.0,,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:10.044590+00:00,,es,0.999998,kept,kept_original
549a513773fabd7d,bayern munich se queda con una serie monumental despacha al real madrid y esta en semifinales de la champions,bayern munich se queda con una serie monumental despacha al real madrid y esta en semifinales de la champions,informativo,nacional,La Tercera,,,2026-04-15T21:11:12.868000+00:00,https://www.latercera.com/el-deportivo/noticia/bayern-munich-se-queda-con-una-serie-monumental-despacha-al-real-madrid-y-esta-en-semifinales-de-la-champions/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:29:50.324695+00:00,,es,0.999995,kept,kept_original
0a8fc2e07daa83a4,"Clima hoy en Aguas Verdes, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Aguas Verdes, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",informativo,internacional,Clarin,,,2026-04-20T03:09:21+00:00,https://www.clarin.com/informacion-general/clima-hoy-aguas-verdes-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_xsvaQhQVZL.html,0.0,concrete_informative_signals,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:29.571277+00:00,,es,0.999996,kept,kept_original
942ed4f560b33b96,luis fonsi primera parte,luis fonsi primera parte,informativo,nacional,FMDOS,,,2013-09-02T04:07:00+00:00,https://www.fmdos.cl/especial-de-las-dos/luis-fonsi-primera-parte/,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:34:10.197927+00:00,,ro,0.604571,kept,kept_original
c274ef78c446a1ae,Europol identificó a más de 45 niños ucranianos deportados a Rusia y Bielorrusia,Europol identificó a más de 45 niños ucranianos deportados a Rusia y Bielorrusia,informativo,internacional,Infobae,,,2026-04-20T15:22:05+00:00,https://www.infobae.com/america/mundo/2026/04/20/europol-identifico-a-mas-de-45-ninos-ucranianos-deportados-a-rusia-y-bielorrusia/,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:36:23.852745+00:00,https://www.infobae.com/arc/outboundfeeds/rss/category/america/mundo/,es,0.999998,kept,kept_original
1e7e91eeafb9fccf,Una mujer policía apuñalada en el cuello por un hombre en Worcestershire,Female police officer stabbed in neck by man in Worcestershire,informativo,internacional,BBC Mundo,,,2026-04-20T18:19:05+00:00,https://www.bbc.com/news/articles/c203evkz9w3o,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.073911+00:00,,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
cca006db88e270b3,Estos eran los dos miembros de la producción de ‘Sin senos sí hay paraíso’ asesinados en Bogotá,Estos eran los dos miembros de la producción de ‘Sin senos sí hay paraíso’ asesinados en Bogotá,informativo,internacional,Infobae,,,2026-04-20T18:08:11.178000+00:00,https://www.infobae.com/colombia/2026/04/20/estos-eras-los-dos-miembros-de-la-produccion-de-sin-senos-si-hay-paraiso-asesinados-en-bogota/,0.1,vague_subject,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:12.665842+00:00,,es,0.999996,kept,kept_original
b11a8e6a2f150639,República de Irlanda femenina: el equipo de Carla Ward jugará contra Holanda en el Pairc Ui Chaoimh,Republic of Ireland women: Carla Ward's side to play the Netherlands at Pairc Ui Chaoimh,informativo,internacional,BBC Mundo,,,2026-04-20T11:19:08+00:00,https://www.bbc.com/sport/football/articles/cwyxj2e2n2zo,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.063485+00:00,,en,0.999996,detected_non_es,GoogleTranslator(auto->es)
6681a6139457ff6b,donde y a que hora ver a manchester city vs arsenal en tv y streaming,donde y a que hora ver a manchester city vs arsenal en tv y streaming,informativo,nacional,La Tercera,,,2026-04-19T12:00:00.542000+00:00,https://www.latercera.com/servicios/noticia/donde-y-a-que-hora-ver-a-manchester-city-vs-arsenal-en-tv-y-streaming/,0.16,question_opener_without_punctuation,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:29:50.285853+00:00,,es,0.571429,kept,kept_original
bd15032251bcbecc,colo colo afina el plan con diego ulloa tras confimarse su futuro,colo colo afina el plan con diego ulloa tras confimarse su futuro,informativo,nacional,En Cancha,,,2026-04-14T19:31:35.189000+00:00,https://www.encancha.cl/futbol-chileno/colo-colo/2026/04/14/colo-colo-afina-el-plan-con-diego-ulloa-tras-confimarse-su-futuro/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:09.999175+00:00,,it,0.570792,kept,kept_original
7d2b7a5fb8611cf8,terrible lucho y picella se lucieron este sabado en el hipodromo chile,terrible lucho y picella se lucieron este sabado en el hipodromo chile,informativo,nacional,CNN Chile,,,2011-11-27T00:33:00+00:00,https://www.cnnchile.com/deportes/terrible-lucho-y-picella-se-lucieron-este-sabado-en-el-hipodromo-chile_20111126/,0.15,sensational_language:terrible,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:55.073243+00:00,,es,0.999997,kept,kept_original
cd0b8fb22bfd66dd,"Clima hoy en Pinar del Sol, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Pinar del Sol, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",informativo,internacional,Clarin,,,2026-04-20T03:20:02+00:00,https://www.clarin.com/informacion-general/clima-hoy-pinar-sol-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_6DLCxq7Wso.html,0.0,concrete_informative_signals,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:29.564855+00:00,,es,0.999996,kept,kept_original
ca4c4dee38229063,presidente kast se sometio a test de drogas anuncio proyecto de ley para ampliar exigencia a parlamentarios y directivas de partidos,presidente kast se sometio a test de drogas anuncio proyecto de ley para ampliar exigencia a parlamentarios y directivas de partidos,informativo,nacional,La Cuarta,,,2026-04-08T18:45:18.113000+00:00,https://www.lacuarta.com/chile/noticia/presidente-kast-se-sometio-a-test-de-drogas-anuncio-proyecto-de-ley-para-ampliar-exigencia-a-parlamentarios-y-directivas-de-partidos/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:32:58.301899+00:00,,es,0.999996,kept,kept_original
4cb7e44c422e42b7,rescate de secuestrados en puerto montt termina con dos detenidos ligados al tren de aragua,rescate de secuestrados en puerto montt termina con dos detenidos ligados al tren de aragua,informativo,nacional,La Cuarta,,,2026-04-06T15:06:07.351000+00:00,https://www.lacuarta.com/chile/noticia/rescate-de-secuestrados-en-puerto-montt-termina-con-dos-detenidos-ligados-al-tren-de-aragua/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:32:58.316930+00:00,,es,0.999996,kept,kept_original
75f5189d2dcd725f,fallece fats domino arquitecto del rock and roll y heroe de nueva orleans,fallece fats domino arquitecto del rock and roll y heroe de nueva orleans,informativo,internacional,Infobae,,,2024-04-22T22:36:37.099000+00:00,https://www.infobae.com/america/eeuu/2017/10/25/fallece-fats-domino-arquitecto-del-rock-and-roll-y-heroe-de-nueva-orleans/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:37:12.687436+00:00,,es,0.999997,kept,kept_original
92f8700a0bb38c0e,don gabino gano el clasico juan unzurrunzaga,don gabino gano el clasico juan unzurrunzaga,informativo,nacional,CNN Chile,,,2011-11-12T00:30:00+00:00,https://www.cnnchile.com/deportes/don-gabino-gano-el-clasico-juan-unzurrunzaga_20111111/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:55.102670+00:00,,es,0.999996,kept,kept_original
40e172be94381325,ejercicio puede reducirl riesgo enfermedades trax,ejercicio puede reducirl riesgo enfermedades trax,informativo,internacional,CNN Espanol,,,2026-04-15T22:10:04.805000+00:00,https://cnnespanol.cnn.com/2026/04/15/salud/ejercicio-puede-reducirl-riesgo-enfermedades-trax,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:36:22.168137+00:00,,es,0.999998,kept,kept_original
8a593daa8b78e9c6,Audax y Católica sellan intenso empate en Liga de Primera: itálicos bajan de punta y alargan invicto,Audax y Católica sellan intenso empate en Liga de Primera: itálicos bajan de punta y alargan invicto,informativo,nacional,BioBioChile,,pressrelease,2025-07-20T18:41:58+00:00,https://www.biobiochile.cl/noticias/deportes/futbol/futbol-nacional/2025/07/20/audax-y-la-uc-firman-intenso-empate-en-liga-de-primera-audinos-se-bajan-de-liderato-y-alargan-invicto.shtml,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:28:49.352175+00:00,,es,0.999997,kept,kept_original
79d1b4c6952e1407,Mira lo más destacado de la Premier League: el partido del día en BBC iPlayer,Watch Premier League highlights: Match of the Day on BBC iPlayer,informativo,internacional,BBC Mundo,,,2026-04-19T09:17:56+00:00,https://www.bbc.com/sport/football/articles/czjwl9l9xrro,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.031746+00:00,,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
47edf8a1d0e76f6f,Análisis del partido del día: cómo Porro decepcionó al Tottenham defensivamente contra Brighton,Match of the Day analysis: How Porro let Tottenham down defensively against Brighton,informativo,internacional,BBC Mundo,,,2026-04-18T23:00:12+00:00,https://www.bbc.com/sport/football/videos/cm2k0gjnx0eo,0.0,,False,validation,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.079574+00:00,,en,0.999998,detected_non_es,GoogleTranslator(auto->es)
c75f202fbbbaf77c,"La República de Slowjamastan, la micronación fundada en California por un excéntrico ""sultán"" que ya tiene 25.000 ciudadanos","La República de Slowjamastan, la micronación fundada en California por un excéntrico ""sultán"" que ya tiene 25.000 ciudadanos",informativo,internacional,BBC Mundo,,,2026-04-12T14:04:12+00:00,https://www.bbc.com/mundo/articles/clyr81r6m6jo?at_medium=RSS&at_campaign=rss,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:35:11.537036+00:00,https://feeds.bbci.co.uk/mundo/rss.xml,es,0.999997,kept,kept_original
a98380861a8f872b,giacaman confirma mas de 400 mil asistentes en el rec y lo califica como el mejor de la historia,giacaman confirma mas de 400 mil asistentes en el rec y lo califica como el mejor de la historia,informativo,nacional,BioBioChile,,,2026-03-30T11:47:27-03:00,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2026/03/30/giacaman-confirma-mas-de-400-mil-asistentes-en-el-rec-y-lo-califica-como-el-mejor-de-la-historia.shtml,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:49.383130+00:00,,es,0.999997,kept,kept_original
73046a312570af12,Las 50 recomendaciones de ‘Babelia’ para el Día del Libro de 2026,Las 50 recomendaciones de ‘Babelia’ para el Día del Libro de 2026,informativo,internacional,El Pais,Babelia,Cultura,2026-04-17T03:30:01+00:00,https://elpais.com/babelia/2026-04-17/las-50-recomendaciones-de-babelia-para-el-dia-del-libro-de-2026.html,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:35:21.470949+00:00,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/chile/portada,es,0.999996,kept,kept_original
c6909204d6fb0579,que dice el evangelio de judas cuales son los escritos apocrifos y por que no son parte de la biblia,que dice el evangelio de judas cuales son los escritos apocrifos y por que no son parte de la biblia,clickbait,nacional,BioBioChile,,,2026-03-31T09:58:17-03:00,https://www.biobiochile.cl/noticias/sociedad/historia/2026/03/31/que-dice-el-evangelio-de-judas-cuales-son-los-escritos-apocrifos-y-por-que-no-son-parte-de-la-biblia.shtml,0.54,curiosity_gap:por que;clickbait_framing:que dice;question_opener_without_punctuation,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:28:49.368188+00:00,,es,0.999998,kept,kept_original
5749bf92ff49ef83,"Cristina Gutiérrez, experta emocional: «Parar la centrifugadora en la que vivimos es la clave para recuperar la ilusión»","Cristina Gutiérrez, experta emocional: «Parar la centrifugadora en la que vivimos es la clave para recuperar la ilusión»",informativo,internacional,ABC,,,2026-04-20T04:18:03+02:00,https://www.abc.es/bienestar/psicologia-sexo/psicologia/ilusion-20260320041803-nt.html,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:38:18.958183+00:00,,es,0.999995,kept,kept_original
9bfe8900ae761a93,iran guerra cuba venezuela emiratos arabes unidos,iran guerra cuba venezuela emiratos arabes unidos,informativo,internacional,CNN Espanol,,,2026-04-17T20:07:56.259000+00:00,https://cnnespanol.cnn.com/2026/04/17/mundo/video/iran-guerra-cuba-venezuela-emiratos-arabes-unidos,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:36:22.160261+00:00,,es,0.999997,kept,kept_original
913d13fa760fb154,Dónde ver por TV y horarios del Maratón de Boston 2026,Dónde ver por TV y horarios del Maratón de Boston 2026,clickbait,internacional,Mundo Deportivo,,,2026-04-20T10:32:53+00:00,https://www.mundodeportivo.com/running/carreras/20260420/1004172747/ver-tv-horarios-maraton-boston-2026.html,0.28,clickbait_framing:donde ver;question_opener_without_punctuation,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:38:30.058888+00:00,,es,0.999998,kept,kept_original
f92b2245ab44961f,video asi fue el infartante gol de chile en los descuentos que sello el empate en el sudamericano sub 17,video asi fue el infartante gol de chile en los descuentos que sello el empate en el sudamericano sub 17,clickbait,nacional,En Cancha,,,2026-04-03T22:28:28.054000+00:00,https://www.encancha.cl/seleccion/la-rojita/2026/04/03/video-asi-fue-el-infartante-gol-de-chile-en-los-descuentos-que-sello-el-empate-en-el-sudamericano-sub-17/,0.38,curiosity_gap:asi fue;clickbait_framing:asi fue,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.042228+00:00,,es,0.999995,kept,kept_original
4345dc9d73167738,en vacaciones relajate y ayuda al planeta,en vacaciones relajate y ayuda al planeta,informativo,nacional,FMDOS,,,2014-12-13T18:32:00+00:00,https://www.fmdos.cl/conectados/en-vacaciones-relajate-y-ayuda-al-planeta/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:34:10.222794+00:00,,es,0.999996,kept,kept_original
bf1a4cfdc8da2b0f,sesion acustica la sociedad en fmdos,sesion acustica la sociedad en fmdos,informativo,nacional,FMDOS,,,2013-04-30T17:45:21+00:00,https://www.fmdos.cl/musica/sesion-acustica-la-sociedad-en-fmdos/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:34:10.191299+00:00,,es,0.999994,kept,kept_original
e11057f45f50b3bf,se habla mucho de reducir el gasto pero poco de activar la economia,se habla mucho de reducir el gasto pero poco de activar la economia,informativo,nacional,CNN Chile,,,2011-11-14T12:29:00+00:00,https://www.cnnchile.com/economia/se-habla-mucho-de-reducir-el-gasto-pero-poco-de-activar-la-economia_20111114/,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:55.100179+00:00,,es,0.999996,kept,kept_original
935dfc216383eeb2,Aston Villa 4-3 Sunderland: Lo que dijeron Emery y Abraham,Aston Villa 4-3 Sunderland: What Emery and Abraham said,informativo,internacional,BBC Mundo,,,2026-04-19T15:47:22+00:00,https://www.bbc.com/sport/football/articles/cp867y3zzzjo,0.0,concrete_informative_signals,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.042971+00:00,,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
02f330b995519812,ultnot inundación protestas de wall street amv,ultnot inunda wall street protestas amv,informativo,internacional,BBC Mundo,,,2014-09-22T16:41:28+00:00,http://www.bbc.co.uk/mundo/ultimas_noticias/2014/09/140922_ultnot_inunda_wall_street_protestas_amv.shtml,0.0,,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:35:19.015671+00:00,,en,0.857139,detected_non_es,GoogleTranslator(auto->es)
4668f11253e69d13,[portada] Últimas Noticias 10,[portada] Últimas Noticias 10,informativo,internacional,Marca,Oscar Rodríguez,Portada,2025-04-29T15:21:04+02:00,https://www.marca.com/include/portada/portada-ultimas-noticias-10.html,0.0,,False,train,weak-rules-v1.2,rss,2026-04-20T23:37:33.230976+00:00,https://e00-marca.uecdn.es/rss/portada.xml,pt,0.999993,detected_non_es,GoogleTranslator(auto->es)
9692d1b259de5c3c,Los últimos detalles del Franco Colapinto Road Show: todo lo que hay que saber para no perderse nada de la vuelta de la Fórmula 1 a la Argentina,Los últimos detalles del Franco Colapinto Road Show: todo lo que hay que saber para no perderse nada de la vuelta de la Fórmula 1 a la Argentina,clickbait,internacional,Clarin,,,2026-04-20T21:27:11+00:00,https://www.clarin.com/deportes/ultimos-detalles-franco-colapinto-road-show-saber-perderse-vuelta-formula-1-argentina_0_yNTXs96Om3.html,0.36,curiosity_gap:lo que;curiosity_colon_framing,False,train,manual-review-v1.0,news_sitemap,2026-04-20T23:37:29.535530+00:00,,es,0.999995,kept,kept_original
bb6fd19372e5b60b,los chilenos son los mejores en la cama,los chilenos son los mejores en la cama,informativo,nacional,FMDOS,,,2015-01-20T15:06:17+00:00,https://www.fmdos.cl/noticias/los-chilenos-son-los-mejores-en-la-cama/,0.12,clickbait_framing:los mejores,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:34:10.225300+00:00,,es,0.999996,kept,kept_original
a444013189c47506,como va el caso de daniela berriel y que paso con el hombre al que acuso de abuso sexual,como va el caso de daniela berriel y que paso con el hombre al que acuso de abuso sexual,clickbait,internacional,Infobae,,,2026-02-20T04:34:38.925000+00:00,https://www.infobae.com/america/entretenimiento/2022/03/09/como-va-el-caso-de-daniela-berriel-y-que-paso-con-el-hombre-al-que-acuso-de-abuso-sexual/,0.42,curiosity_gap:que paso;question_opener_without_punctuation,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:37:12.688825+00:00,,es,0.999995,kept,kept_original
bb9d5580a3e45cbf,lo que debes saber a esta hora de la tarde wfgwc,lo que debes saber a esta hora de la tarde wfgwc,clickbait,nacional,Diario Financiero,,,2026-04-20T19:11:56+00:00,https://www.df.cl/doble-click/lo-que-debes-saber-a-esta-hora-de-la-tarde-wfgwc,0.66,"curiosity_gap:lo que,que debes saber;curiosity_gap_opener;clickbait_framing:que debes saber;direct_address:debes",False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:33:09.444723+00:00,,es,0.999995,kept,kept_original
07403c60027141df,estudiantes protagonizan protestas en el liceo barros borgono previo al dia del joven combatiente,estudiantes protagonizan protestas en el liceo barros borgono previo al dia del joven combatiente,informativo,nacional,BioBioChile,,,2026-03-27T12:19:00-03:00,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2026/03/27/estudiantes-protagonizan-protestas-en-el-liceo-barros-borgono-previo-al-dia-del-joven-combatiente.shtml,0.0,,False,test,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:28:49.409087+00:00,,es,0.999994,kept,kept_original
d1de7b7d2f8526c1,camioneros advertencia alza precio combustibles gremio gobierno habra consecuencis 14 04 2026,camioneros advertencia alza precio combustibles gremio gobierno habra consecuencis 14 04 2026,informativo,nacional,Meganoticias,,,2026-04-14T09:05:00-04:00,https://www.meganoticias.cl/nacional/519410-camioneros-advertencia-alza-precio-combustibles-gremio-gobierno-habra-consecuencis-14-04-2026.html,0.0,concrete_informative_signals,False,train,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:31:41.188826+00:00,,es,0.999995,kept,kept_original
e00f4286edbb3b2c,Me dijeron que mi padre estaba muerto': los soldados británicos que abandonaron a niños en Kenia deben ser rastreados,Waliniambia baba amekufa': Wanajeshi wa Uingereza waliotelekeza watoto Kenya kufuatiliwa,informativo,internacional,BBC Mundo,,,2026-04-20T09:08:13+00:00,https://www.bbc.com/swahili/articles/cvg4jv16d1qo,0.0,,False,test,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.059791+00:00,,sw,0.999997,detected_non_es,GoogleTranslator(auto->es)
02a34974211bf7f9,el audio del var que revela por que piero maza no llamo a revisar el planchazo contra javier altamirano,el audio del var que revela por que piero maza no llamo a revisar el planchazo contra javier altamirano,clickbait,nacional,En Cancha,,,2026-04-14T00:07:13.215000+00:00,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/13/el-audio-del-var-que-revela-por-que-piero-maza-no-llamo-a-revisar-el-planchazo-contra-javier-altamirano/,0.36,curiosity_gap:por que;vague_subject,False,train,manual-review-v1.0,sitemap_url_slug,2026-04-20T23:35:10.001486+00:00,,es,0.999995,kept,kept_original
7bf69dab4d7c65e1,Campeonato Mundial de Resistencia: Dan Harper gana en su debut en el WEC en Imola,World Endurance Championship: Dan Harper wins on WEC debut at Imola,informativo,internacional,BBC Mundo,,,2026-04-20T08:04:09+00:00,https://www.bbc.com/sport/motorsport/articles/cr519ldmr63o,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:35:19.058109+00:00,,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
22cdba9a15dd8760,"El Celta, contra el efecto remontada en el coliseo azulgrana","El Celta, contra el efecto remontada en el coliseo azulgrana",informativo,internacional,Mundo Deportivo,,,2026-04-19T17:52:04+00:00,https://www.mundodeportivo.com/futbol/celta-vigo/20260419/1004172509/celta-efecto-remontada-camp-nou.html,0.1,vague_subject,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:38:30.071237+00:00,,es,0.999996,kept,kept_original
70264ac9d2dc5186,Superclásico: la entrada en calor de los jugadores,Superclásico: la entrada en calor de los jugadores,informativo,internacional,Clarin,,,2026-04-19T20:08:08+00:00,https://www.clarin.com/deportes/superclasico-entrada-calor-jugadores_3_Xw00l9wH9D.html,0.0,,False,train,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:29.588758+00:00,,es,0.999995,kept,kept_original
4b224c479c679020,"Clima hoy en Puerto Limón, Costa Rica: el pronóstico del tiempo para este domingo 19 abril de 2026","Clima hoy en Puerto Limón, Costa Rica: el pronóstico del tiempo para este domingo 19 abril de 2026",informativo,internacional,Clarin,,,2026-04-19T03:31:44+00:00,https://www.clarin.com/informacion-general/clima-hoy-puerto-limon-costa-rica-pronostico-tiempo-domingo-19-abril-2026_0_ygSPFQHs6w.html,0.0,concrete_informative_signals,False,validation,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:29.609146+00:00,,es,0.999995,kept,kept_original
62dfaf753b342fc4,"Clima hoy en Bahía Blanca, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Bahía Blanca, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",informativo,internacional,Clarin,,,2026-04-20T03:03:56+00:00,https://www.clarin.com/informacion-general/clima-hoy-bahia-blanca-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_BWpvrrk5rO.html,0.0,concrete_informative_signals,False,validation,weak-rules-v1.2,news_sitemap,2026-04-20T23:37:29.577060+00:00,,es,0.999996,kept,kept_original
b60173a88fdad67e,tornado wisconsin union center dron trax,tornado wisconsin union center dron trax,informativo,internacional,CNN Espanol,,,2026-04-16T12:22:59.980000+00:00,https://cnnespanol.cnn.com/2026/04/16/eeuu/video/tornado-wisconsin-union-center-dron-trax,0.0,,False,validation,weak-rules-v1.2,sitemap_url_slug,2026-04-20T23:36:22.165641+00:00,,en,0.571426,kept,kept_original
